Type Ligne,Structure,Identifiant de l'élément,Statut de l'élément,Unité français,Nom base français,Nom attribut français,Nom frontière français,Electricité > Mix réseau électrique > Autres pays du monde,Tags français,Localisation géographique,Sous-localisation géographique français,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Type poste,Nom poste français,Total poste non décomposé,CO2f,CH4f,CH4b,N2O
Poste,élément décomposé par poste,26753,Valide générique,kgCO2e/kWh,Electricité - 2016,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Industrie",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2016,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0227",,,,
Poste,élément décomposé par poste,26753,Valide générique,kgCO2e/kWh,Electricité - 2016,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Industrie",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2016,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0049",,,,
Elément,élément décomposé par poste,26753,Valide générique,kgCO2e/kWh,Electricité - 2016,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Industrie",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2016,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0369",,,,
Poste,élément décomposé par poste,26754,Valide générique,kgCO2e/kWh,Electricité - 2016,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Info GES, Electricité, France continentale, transport",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2016,30%,"Données de l'article L229-25 de la loi TECV, Données de l'article L1431.3 du code des transports",,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0091",,,,
Poste,élément décomposé par poste,26754,Valide générique,kgCO2e/kWh,Electricité - 2016,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Info GES, Electricité, France continentale, transport",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2016,30%,"Données de l'article L229-25 de la loi TECV, Données de l'article L1431.3 du code des transports",,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0208",,,,
Poste,élément décomposé par poste,26754,Valide générique,kgCO2e/kWh,Electricité - 2016,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Info GES, Electricité, France continentale, transport",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2016,30%,"Données de l'article L229-25 de la loi TECV, Données de l'article L1431.3 du code des transports",,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0049",,,,
Elément,élément décomposé par poste,26754,Valide générique,kgCO2e/kWh,Electricité - 2016,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Info GES, Electricité, France continentale, transport",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2016,30%,"Données de l'article L229-25 de la loi TECV, Données de l'article L1431.3 du code des transports",,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0348",,,,
Poste,élément décomposé par poste,26755,Valide générique,kgCO2e/kWh,Electricité - 2017,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,"Electricité, France continentale, Mix électrique",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,combustibles,"0,0118",,,,
Poste,élément décomposé par poste,26755,Valide générique,kgCO2e/kWh,Electricité - 2017,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,"Electricité, France continentale, Mix électrique",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0389",,,,
Poste,élément décomposé par poste,26755,Valide générique,kgCO2e/kWh,Electricité - 2017,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,"Electricité, France continentale, Mix électrique",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0051",,,,
Elément,élément décomposé par poste,26755,Valide générique,kgCO2e/kWh,Electricité - 2017,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,"Electricité, France continentale, Mix électrique",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0558",,,,
Poste,élément décomposé par poste,26756,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0102",,,,
Poste,élément décomposé par poste,26756,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0254",,,,
Poste,élément décomposé par poste,26756,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0044",,,,
Elément,élément décomposé par poste,26756,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,04",,,,
Poste,élément décomposé par poste,26757,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, chauffage",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0231",,,,
Poste,élément décomposé par poste,26757,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, chauffage",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,127",,,,
Poste,élément décomposé par poste,26757,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, chauffage",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0044",,,,
Elément,élément décomposé par poste,26757,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, chauffage",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,154",,,,
Poste,élément décomposé par poste,26758,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, climatisation tertiaire",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0097",,,,
Poste,élément décomposé par poste,26758,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, climatisation tertiaire",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0216",,,,
Poste,élément décomposé par poste,26758,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, climatisation tertiaire",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0044",,,,
Elément,élément décomposé par poste,26758,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, climatisation tertiaire",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0357",,,,
Poste,élément décomposé par poste,26759,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, cuisson",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0112",,,,
Poste,élément décomposé par poste,26759,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, cuisson",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,034",,,,
Poste,élément décomposé par poste,26759,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, cuisson",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0044",,,,
Elément,élément décomposé par poste,26759,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, cuisson",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0496",,,,
Poste,élément décomposé par poste,26760,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eau chaude sanitaire",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0115",,,,
Poste,élément décomposé par poste,26760,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eau chaude sanitaire",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0354",,,,
Poste,élément décomposé par poste,26760,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eau chaude sanitaire",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0044",,,,
Elément,élément décomposé par poste,26760,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eau chaude sanitaire",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0513",,,,
Poste,élément décomposé par poste,26761,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Eclairage public,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eclairage public",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0128",,,,
Poste,élément décomposé par poste,26761,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Eclairage public,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eclairage public",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,047",,,,
Poste,élément décomposé par poste,26761,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Eclairage public,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eclairage public",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0044",,,,
Elément,élément décomposé par poste,26761,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Eclairage public,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eclairage public",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0642",,,,
Poste,élément décomposé par poste,26762,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eclairage résidentiel",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,015",,,,
Poste,élément décomposé par poste,26762,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eclairage résidentiel",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0631",,,,
Poste,élément décomposé par poste,26762,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eclairage résidentiel",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0044",,,,
Elément,élément décomposé par poste,26762,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Eclairage résidentiel",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0825",,,,
Poste,élément décomposé par poste,26763,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Industrie",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0098",,,,
Poste,élément décomposé par poste,26763,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Industrie",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0223",,,,
Poste,élément décomposé par poste,26763,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Industrie",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0044",,,,
Elément,élément décomposé par poste,26763,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, Industrie",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0365",,,,
Poste,élément décomposé par poste,26764,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Info GES, Electricité, France continentale, transport",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,"Données de l'article L229-25 de la loi TECV, Données de l'article L1431.3 du code des transports",,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0096",,,,
Poste,élément décomposé par poste,26764,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Info GES, Electricité, France continentale, transport",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,"Données de l'article L229-25 de la loi TECV, Données de l'article L1431.3 du code des transports",,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0206",,,,
Poste,élément décomposé par poste,26764,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Info GES, Electricité, France continentale, transport",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,"Données de l'article L229-25 de la loi TECV, Données de l'article L1431.3 du code des transports",,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0044",,,,
Elément,élément décomposé par poste,26764,Valide générique,kgCO2e/kWh,Electricité - 2017,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Info GES, Electricité, France continentale, transport",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2017,30%,"Données de l'article L229-25 de la loi TECV, Données de l'article L1431.3 du code des transports",,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0346",,,,
Poste,élément décomposé par poste,26765,Valide générique,kgCO2e/kWh,Electricité - 2018,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,"Electricité, France continentale, Mix électrique",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,combustibles,"0,0125",,,,
Poste,élément décomposé par poste,26765,Valide générique,kgCO2e/kWh,Electricité - 2018,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,"Electricité, France continentale, Mix électrique",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0395",,,,
Poste,élément décomposé par poste,26765,Valide générique,kgCO2e/kWh,Electricité - 2018,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,"Electricité, France continentale, Mix électrique",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0051",,,,
Elément,élément décomposé par poste,26765,Valide générique,kgCO2e/kWh,Electricité - 2018,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,"Electricité, France continentale, Mix électrique",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0571",,,,
Poste,élément décomposé par poste,26766,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0113",,,,
Poste,élément décomposé par poste,26766,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0299",,,,
Poste,élément décomposé par poste,26766,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0044",,,,
Elément,élément décomposé par poste,26766,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0456",,,,
Poste,élément décomposé par poste,26767,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, chauffage",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0237",,,,
Poste,élément décomposé par poste,26767,Valide générique,kgCO2e/kWh,Electricité - 2018,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,"Electricité, France continentale, chauffage",France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2018,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,119",,,,
