Type Ligne,Structure,Identifiant de l'élément,Statut de l'élément,Unité français,Nom base français,Nom attribut français,Nom frontière français,Electricité > Mix réseau électrique > Autres pays du monde,Tags français,Localisation géographique,Sous-localisation géographique français,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Type poste,Nom poste français,Total poste non décomposé,CO2f,CH4f,CH4b,N2O
Poste,élément décomposé par poste,26827,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0272",,,,
Poste,élément décomposé par poste,26827,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,178",,,,
Poste,élément décomposé par poste,26827,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26827,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,212",,,,
Poste,élément décomposé par poste,26828,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,011",,,,
Poste,élément décomposé par poste,26828,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0406",,,,
Poste,élément décomposé par poste,26828,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26828,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0576",,,,
Poste,élément décomposé par poste,26829,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0127",,,,
Poste,élément décomposé par poste,26829,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0551",,,,
Poste,élément décomposé par poste,26829,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26829,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0738",,,,
Poste,élément décomposé par poste,26830,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0109",,,,
Poste,élément décomposé par poste,26830,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0401",,,,
Poste,élément décomposé par poste,26830,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26830,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,057",,,,
Poste,élément décomposé par poste,26831,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Eclairage public et Industrie,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0145",,,,
Poste,élément décomposé par poste,26831,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Eclairage public et Industrie,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0705",,,,
Poste,élément décomposé par poste,26831,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Eclairage public et Industrie,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26831,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Eclairage public et Industrie,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,091",,,,
Poste,élément décomposé par poste,26832,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0169",,,,
Poste,élément décomposé par poste,26832,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0909",,,,
Poste,élément décomposé par poste,26832,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26832,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Eclairage résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,114",,,,
Poste,élément décomposé par poste,26833,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,01",,,,
Poste,élément décomposé par poste,26833,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0342",,,,
Poste,élément décomposé par poste,26833,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26833,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Industrie base,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0502",,,,
Poste,élément décomposé par poste,26834,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,01",,,,
Poste,élément décomposé par poste,26834,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0322",,,,
Poste,élément décomposé par poste,26834,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26834,Valide générique,kgCO2e/kWh,Electricité - 2009,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2009,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0482",,,,
Poste,élément décomposé par poste,26835,Valide générique,kgCO2e/kWh,Electricité - 2010,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,<p>L'amont comprend ici : l'amont des combustibles. l'amortissement de la centrale et les émissions annexes de fonctionnement</p>,Amont,combustibles,"0,0129",,,,
Poste,élément décomposé par poste,26835,Valide générique,kgCO2e/kWh,Electricité - 2010,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,<p>L'amont comprend ici : l'amont des combustibles. l'amortissement de la centrale et les émissions annexes de fonctionnement</p>,Combustion à la centrale,,"0,0569",,,,
Poste,élément décomposé par poste,26835,Valide générique,kgCO2e/kWh,Electricité - 2010,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,<p>L'amont comprend ici : l'amont des combustibles. l'amortissement de la centrale et les émissions annexes de fonctionnement</p>,Transport et distribution,Pertes,"0,0087",,,,
Elément,élément décomposé par poste,26835,Valide générique,kgCO2e/kWh,Electricité - 2010,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,<p>L'amont comprend ici : l'amont des combustibles. l'amortissement de la centrale et les émissions annexes de fonctionnement</p>,,,"0,0785",,,,
Poste,élément décomposé par poste,26836,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0101",,,,
Poste,élément décomposé par poste,26836,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0333",,,,
Poste,élément décomposé par poste,26836,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26836,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0494",,,,
Poste,élément décomposé par poste,26837,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0272",,,,
Poste,élément décomposé par poste,26837,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,178",,,,
Poste,élément décomposé par poste,26837,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26837,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,212",,,,
Poste,élément décomposé par poste,26838,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,011",,,,
Poste,élément décomposé par poste,26838,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0406",,,,
Poste,élément décomposé par poste,26838,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26838,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0576",,,,
Poste,élément décomposé par poste,26839,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0127",,,,
Poste,élément décomposé par poste,26839,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0551",,,,
Poste,élément décomposé par poste,26839,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26839,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0738",,,,
Poste,élément décomposé par poste,26840,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0109",,,,
Poste,élément décomposé par poste,26840,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0401",,,,
Poste,élément décomposé par poste,26840,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
Elément,élément décomposé par poste,26840,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Eau Chaude Sanitaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,057",,,,
Poste,élément décomposé par poste,26841,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Eclairage public et Industrie,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0145",,,,
Poste,élément décomposé par poste,26841,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Eclairage public et Industrie,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0705",,,,
Poste,élément décomposé par poste,26841,Valide générique,kgCO2e/kWh,Electricité - 2010,usage : Eclairage public et Industrie,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2010,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,006",,,,
