Type,Ligne,Identifiant de l'élément,Structure,Statut de l'élément,Nom base français,Nom attribut français,Nom frontière français,Code de la catégorie,Tags français,Unité français,Contributeur,Programme,Url du programme,Source,Localisation géographique,Sous-localisation géographique français,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Type poste,Nom poste français,Total poste non décomposé,CO2f,CH4f,CH4b,N2O,Code gaz supplémentaire 1,Valeur gaz supplémentaire 1,Code gaz supplémentaire 2,Valeur gaz supplémentaire 2,Code gaz supplémentaire 3,Valeur gaz supplémentaire 3,Code gaz supplémentaire 4,Valeur gaz supplémentaire 4,Code gaz supplémentaire 5,Valeur gaz supplémentaire 5,Autres GES,CO2b
,Poste,22458,élément décomposé par poste et par gaz,Valide générique,DAS,Déchets d'Activités de Soins,fin de vie incinération,Traitement des déchets > Déchets dangereux,"incinération, déchet dangereux, das",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,50%,,,,,,,,,,,Incinération,,896,880,0,0,15.9,,,,,,,,,,,0,0
,Poste,22458,élément décomposé par poste et par gaz,Valide générique,DAS,Déchets d'Activités de Soins,fin de vie incinération,Traitement des déchets > Déchets dangereux,"incinération, déchet dangereux, das",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,50%,,,,,,,,,,,Collecte,,18.3,18.3,0,0,0,,,,,,,,,,,0,0
,Poste,22458,élément décomposé par poste et par gaz,Valide générique,DAS,Déchets d'Activités de Soins,fin de vie incinération,Traitement des déchets > Déchets dangereux,"incinération, déchet dangereux, das",kgCO2e/tonne,ADEME,,,,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,50%,,,,,,,,,,,Traitement,,20,20,0,0,0,,,,,,,,,,,0,0
,Poste,24284,élément décomposé par poste,Valide générique,Traitement des eaux usées,Hors infrastructure,,Traitement des déchets > Eaux usées,"eaux usées, eau, eau potable, eau de reseau",kgCO2e/m3,ASTEE,guide sectoriel eau et assainissement,http://www.astee.org/site/wp-content/uploads/2014/06/Guide_GES_fr_VF_2013.pdf,ASTEE,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,20%,,4/4,1.9/4,Peu suffisante,Peu suffisante,Peu suffisante,Suffisante/acceptable,Suffisante/acceptable,Peu suffisante,,Emissions fugitives,Emissions de N2O liées à l'épandage des boues,0.028,,,,,,,,,,,,,,,,
,Poste,24284,élément décomposé par poste,Valide générique,Traitement des eaux usées,Hors infrastructure,,Traitement des déchets > Eaux usées,"eaux usées, eau, eau potable, eau de reseau",kgCO2e/m3,ASTEE,guide sectoriel eau et assainissement,http://www.astee.org/site/wp-content/uploads/2014/06/Guide_GES_fr_VF_2013.pdf,ASTEE,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,20%,,4/4,1.9/4,Peu suffisante,Peu suffisante,Peu suffisante,Suffisante/acceptable,Suffisante/acceptable,Peu suffisante,,"Energie (Electricité: réseaux, usines",EP et EU) et bâtiments tertiaires,0.058,,,,,,,,,,,,,,,,
,Poste,24284,élément décomposé par poste,Valide générique,Traitement des eaux usées,Hors infrastructure,,Traitement des déchets > Eaux usées,"eaux usées, eau, eau potable, eau de reseau",kgCO2e/m3,ASTEE,guide sectoriel eau et assainissement,http://www.astee.org/site/wp-content/uploads/2014/06/Guide_GES_fr_VF_2013.pdf,ASTEE,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,20%,,4/4,1.9/4,Peu suffisante,Peu suffisante,Peu suffisante,Suffisante/acceptable,Suffisante/acceptable,Peu suffisante,,Energie,postes fixes de combustion,0.017,,,,,,,,,,,,,,,,
,Poste,24284,élément décomposé par poste,Valide générique,Traitement des eaux usées,Hors infrastructure,,Traitement des déchets > Eaux usées,"eaux usées, eau, eau potable, eau de reseau",kgCO2e/m3,ASTEE,guide sectoriel eau et assainissement,http://www.astee.org/site/wp-content/uploads/2014/06/Guide_GES_fr_VF_2013.pdf,ASTEE,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,20%,,4/4,1.9/4,Peu suffisante,Peu suffisante,Peu suffisante,Suffisante/acceptable,Suffisante/acceptable,Peu suffisante,,Emissions fugitives (process d'épuration,N2O et CH4),0.012,,,,,,,,,,,,,,,,
,Poste,24284,élément décomposé par poste,Valide générique,Traitement des eaux usées,Hors infrastructure,,Traitement des déchets > Eaux usées,"eaux usées, eau, eau potable, eau de reseau",kgCO2e/m3,ASTEE,guide sectoriel eau et assainissement,http://www.astee.org/site/wp-content/uploads/2014/06/Guide_GES_fr_VF_2013.pdf,ASTEE,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,20%,,4/4,1.9/4,Peu suffisante,Peu suffisante,Peu suffisante,Suffisante/acceptable,Suffisante/acceptable,Peu suffisante,,Emissions fugitives (Rejets au milieu naturel,CH4 et N2O),0.058,,,,,,,,,,,,,,,,
,Poste,24284,élément décomposé par poste,Valide générique,Traitement des eaux usées,Hors infrastructure,,Traitement des déchets > Eaux usées,"eaux usées, eau, eau potable, eau de reseau",kgCO2e/m3,ASTEE,guide sectoriel eau et assainissement,http://www.astee.org/site/wp-content/uploads/2014/06/Guide_GES_fr_VF_2013.pdf,ASTEE,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,20%,,4/4,1.9/4,Peu suffisante,Peu suffisante,Peu suffisante,Suffisante/acceptable,Suffisante/acceptable,Peu suffisante,,Emissions fugitives,"Refus de dégrillage, Graisse et sables",4.00E-3,,,,,,,,,,,,,,,,
,Poste,24284,élément décomposé par poste,Valide générique,Traitement des eaux usées,Hors infrastructure,,Traitement des déchets > Eaux usées,"eaux usées, eau, eau potable, eau de reseau",kgCO2e/m3,ASTEE,guide sectoriel eau et assainissement,http://www.astee.org/site/wp-content/uploads/2014/06/Guide_GES_fr_VF_2013.pdf,ASTEE,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,20%,,4/4,1.9/4,Peu suffisante,Peu suffisante,Peu suffisante,Suffisante/acceptable,Suffisante/acceptable,Peu suffisante,,Intrants,réactifs consommés,0.053,,,,,,,,,,,,,,,,
,Poste,24284,élément décomposé par poste,Valide générique,Traitement des eaux usées,Hors infrastructure,,Traitement des déchets > Eaux usées,"eaux usées, eau, eau potable, eau de reseau",kgCO2e/m3,ASTEE,guide sectoriel eau et assainissement,http://www.astee.org/site/wp-content/uploads/2014/06/Guide_GES_fr_VF_2013.pdf,ASTEE,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,20%,,4/4,1.9/4,Peu suffisante,Peu suffisante,Peu suffisante,Suffisante/acceptable,Suffisante/acceptable,Peu suffisante,,Transport,"véhicules particuliers, utilitaires, engins",0.032,,,,,,,,,,,,,,,,
,Elément,24284,élément décomposé par poste,Valide générique,Traitement des eaux usées,Hors infrastructure,,Traitement des déchets > Eaux usées,"eaux usées, eau, eau potable, eau de reseau",kgCO2e/m3,ASTEE,guide sectoriel eau et assainissement,http://www.astee.org/site/wp-content/uploads/2014/06/Guide_GES_fr_VF_2013.pdf,ASTEE,France continentale,France continentale,Novembre 2014,Novembre 2014,Décembre 2017,20%,,4/4,1.9/4,Peu suffisante,Peu suffisante,Peu suffisante,Suffisante/acceptable,Suffisante/acceptable,Peu suffisante,,,,0.262,,,,,,,,,,,,,,,,
,Poste,25821,élément décomposé par gaz,Valide générique,Déchet de jardin,Compostage domestique en tas (brassé),,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,"compostage, déchet de jardin",kgCO2e/kg de biodéchets,ADEME,,,"Impact sanitaire et environnemental du compostage domestique, ADEME, 2016",France continentale,Sud Ouest,Juin 2017,Decembre 2017,2020,,,4/4,3.1/4,Suffisante/acceptable,Très bonne,Très bonne,Peu suffisante,Bonne,Bonne,<p>Brassage : 1 fois par trimestre</p>,Total Non Décomposé,,0.0151,0,0,1.34E-3,0.0138,,,,,,,,,,,0,0.39
,Poste,25822,élément décomposé par gaz,Valide générique,Déchet cuisine et déchets verts,Compostage domestique en tas (brassé),,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,"compostage, déchet de cuisine, déchet vert",kgCO2e/kg de biodéchets,ADEME,,,"Impact sanitaire et environnemental du compostage domestique, ADEME, 2016",France continentale,Sud Ouest,Juin 2017,Decembre 2017,2020,,,4/4,3.1/4,Suffisante/acceptable,Très bonne,Très bonne,Peu suffisante,Bonne,Bonne,<p>Brassage : 1 fois par trimestre</p>,Total Non Décomposé,,0.0241,0,0,2.10E-3,0.022,,,,,,,,,,,0,0.0608
,Poste,25823,élément décomposé par gaz,Valide générique,Déchet cuisine et déchets verts,Compostage domestique en tas (non brassé),,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,"compostage, déchet de cuisine, déchet vert",kgCO2e/kg de biodéchets,ADEME,,,"Impact sanitaire et environnemental du compostage domestique, ADEME, 2016",France continentale,Sud Ouest,Juin 2017,Decembre 2017,2020,,,4/4,3.1/4,Suffisante/acceptable,Très bonne,Très bonne,Peu suffisante,Bonne,Bonne,<p>Brassage : non</p>,Total Non Décomposé,,0.0237,0,0,1.71E-3,0.022,,,,,,,,,,,0,0.237
,Poste,25824,élément décomposé par gaz,Valide générique,Déchet cuisine et déchets verts,Compostage domestique en bac fermé (brassé),,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,"compostage, déchet de cuisine, déchet vert",kgCO2e/kg de biodéchets,ADEME,,,"Impact sanitaire et environnemental du compostage domestique, ADEME, 2016",France continentale,Sud Ouest,Juin 2017,Decembre 2017,2020,,,4/4,2.9/4,Suffisante/acceptable,Très bonne,Très bonne,Peu suffisante,Suffisante/acceptable,Bonne,<p>Brassage : 1 fois par trimestre Moitié supérieure du bac</p>,Total Non Décomposé,,5.25E-3,0,0,4.76E-4,4.77E-3,,,,,,,,,,,0,0.097
,Poste,25825,élément décomposé par gaz,Valide générique,Déchet cuisine et déchets verts,Compostage domestique en bac fermé (non brassé),,Traitement des déchets > Déchets organiques > Déchets alimentaires et déchets verts,"compostage, déchet de cuisine, déchet vert",kgCO2e/kg de biodéchets,ADEME,,,"Impact sanitaire et environnemental du compostage domestique, ADEME, 2016",France continentale,Sud Ouest,Juin 2017,Decembre 2017,2020,,,4/4,3.1/4,Suffisante/acceptable,Très bonne,Très bonne,Peu suffisante,Bonne,Bonne,<p>Brassage : non</p>,Total Non Décomposé,,5.19E-3,0,0,4.20E-4,4.77E-3,,,,,,,,,,,0,0.164
,Poste,27077,élément décomposé par poste,Valide générique,Déchet du bâtiment,Béton,,Traitement des déchets > Déchets du bâtiment,"béton, bâtiment, déchet, fin de vie",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,20%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,Collecte,Collecte des déchets,0.49,,,,,,,,,,,,,,,,
,Poste,27077,élément décomposé par poste,Valide générique,Déchet du bâtiment,Béton,,Traitement des déchets > Déchets du bâtiment,"béton, bâtiment, déchet, fin de vie",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,20%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,Traitement,Fonctionnement des centres de tri,0.69,,,,,,,,,,,,,,,,
,Poste,27077,élément décomposé par poste,Valide générique,Déchet du bâtiment,Béton,,Traitement des déchets > Déchets du bâtiment,"béton, bâtiment, déchet, fin de vie",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,20%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,Incinération,Mise en décharge,0.04,,,,,,,,,,,,,,,,
,Elément,27077,élément décomposé par poste,Valide générique,Déchet du bâtiment,Béton,,Traitement des déchets > Déchets du bâtiment,"béton, bâtiment, déchet, fin de vie",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,20%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,,,1.22,,,,,,,,,,,,,,,,
,Poste,27078,élément décomposé par poste,Valide générique,Déchet du bâtiment,Déchets inertes en mélange,,Traitement des déchets > Déchets du bâtiment,"bâtiment, déchet, fin de vie, inerte",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,14%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,Collecte,Collecte des déchets,1,,,,,,,,,,,,,,,,
,Poste,27078,élément décomposé par poste,Valide générique,Déchet du bâtiment,Déchets inertes en mélange,,Traitement des déchets > Déchets du bâtiment,"bâtiment, déchet, fin de vie, inerte",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,14%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,Traitement,Fonctionnement des centres de tri,3.73,,,,,,,,,,,,,,,,
,Poste,27078,élément décomposé par poste,Valide générique,Déchet du bâtiment,Déchets inertes en mélange,,Traitement des déchets > Déchets du bâtiment,"bâtiment, déchet, fin de vie, inerte",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,14%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,Incinération,Mise en décharge,0.85,,,,,,,,,,,,,,,,
,Elément,27078,élément décomposé par poste,Valide générique,Déchet du bâtiment,Déchets inertes en mélange,,Traitement des déchets > Déchets du bâtiment,"bâtiment, déchet, fin de vie, inerte",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,14%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,,,5.58,,,,,,,,,,,,,,,,
,Poste,27079,élément décomposé par poste,Valide générique,Déchet du bâtiment,Déchets non dangereux en mélange,,Traitement des déchets > Déchets du bâtiment,"bâtiment, déchet, fin de vie, DND",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,19%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,Collecte,Collecte des déchets,3.03,,,,,,,,,,,,,,,,
,Poste,27079,élément décomposé par poste,Valide générique,Déchet du bâtiment,Déchets non dangereux en mélange,,Traitement des déchets > Déchets du bâtiment,"bâtiment, déchet, fin de vie, DND",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,19%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,Traitement,Fonctionnement des centres de tri,8.57,,,,,,,,,,,,,,,,
,Poste,27079,élément décomposé par poste,Valide générique,Déchet du bâtiment,Déchets non dangereux en mélange,,Traitement des déchets > Déchets du bâtiment,"bâtiment, déchet, fin de vie, DND",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,19%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,Incinération,Mise en décharge,10.4,,,,,,,,,,,,,,,,
,Elément,27079,élément décomposé par poste,Valide générique,Déchet du bâtiment,Déchets non dangereux en mélange,,Traitement des déchets > Déchets du bâtiment,"bâtiment, déchet, fin de vie, DND",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,19%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,,,22,,,,,,,,,,,,,,,,
,Poste,27080,élément décomposé par poste,Valide générique,Déchet du bâtiment,Bois B,,Traitement des déchets > Déchets du bâtiment,"bois, bâtiment, déchet, fin de vie",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,18%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,Collecte,Collecte des déchets,2,,,,,,,,,,,,,,,,
,Poste,27080,élément décomposé par poste,Valide générique,Déchet du bâtiment,Bois B,,Traitement des déchets > Déchets du bâtiment,"bois, bâtiment, déchet, fin de vie",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,18%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,Traitement,Fonctionnement des centres de tri,2.72,,,,,,,,,,,,,,,,
,Poste,27080,élément décomposé par poste,Valide générique,Déchet du bâtiment,Bois B,,Traitement des déchets > Déchets du bâtiment,"bois, bâtiment, déchet, fin de vie",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,18%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,Incinération,Mise en décharge,0.39,,,,,,,,,,,,,,,,
,Elément,27080,élément décomposé par poste,Valide générique,Déchet du bâtiment,Bois B,,Traitement des déchets > Déchets du bâtiment,"bois, bâtiment, déchet, fin de vie",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,18%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,,,5.11,,,,,,,,,,,,,,,,
,Poste,27081,élément décomposé par poste,Valide générique,Déchet du bâtiment,Plâtre,,Traitement des déchets > Déchets du bâtiment,"plâtre, bâtiment, déchet, fin de vie",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,16%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,Collecte,Collecte des déchets,4.81,,,,,,,,,,,,,,,,
,Poste,27081,élément décomposé par poste,Valide générique,Déchet du bâtiment,Plâtre,,Traitement des déchets > Déchets du bâtiment,"plâtre, bâtiment, déchet, fin de vie",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,16%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,Traitement,Fonctionnement des centres de tri,8.28,,,,,,,,,,,,,,,,
,Poste,27081,élément décomposé par poste,Valide générique,Déchet du bâtiment,Plâtre,,Traitement des déchets > Déchets du bâtiment,"plâtre, bâtiment, déchet, fin de vie",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,16%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,Incinération,Mise en décharge,2.6,,,,,,,,,,,,,,,,
,Elément,27081,élément décomposé par poste,Valide générique,Déchet du bâtiment,Plâtre,,Traitement des déchets > Déchets du bâtiment,"plâtre, bâtiment, déchet, fin de vie",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,16%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,,,15.7,,,,,,,,,,,,,,,,
,Poste,27082,élément décomposé par poste,Valide générique,Déchet du bâtiment,Métaux,,Traitement des déchets > Déchets du bâtiment,"métaux, bâtiment, métal, déchet, fin de vie",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,18%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,Collecte,Collecte des déchets,0.33,,,,,,,,,,,,,,,,
,Poste,27082,élément décomposé par poste,Valide générique,Déchet du bâtiment,Métaux,,Traitement des déchets > Déchets du bâtiment,"métaux, bâtiment, métal, déchet, fin de vie",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,18%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,Traitement,Fonctionnement des centres de tri,3.98,,,,,,,,,,,,,,,,
,Poste,27082,élément décomposé par poste,Valide générique,Déchet du bâtiment,Métaux,,Traitement des déchets > Déchets du bâtiment,"métaux, bâtiment, métal, déchet, fin de vie",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,18%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,Incinération,Mise en décharge,0,,,,,,,,,,,,,,,,
,Elément,27082,élément décomposé par poste,Valide générique,Déchet du bâtiment,Métaux,,Traitement des déchets > Déchets du bâtiment,"métaux, bâtiment, métal, déchet, fin de vie",kgCO2e/tonne,SEDDRe,,,,France continentale,France,Mars 2019,,27/03/2022,18%,,,4.5/4,Bonne,Très bonne,Très bonne,Bonne,Bonne,Bonne,,,,4.31,,,,,,,,,,,,,,,,
