Type ,Ligne,Identifiant de l'élément,Structure,Statut de l'élément,Nom base français,Nom attribut français,Nom frontière français,Code de la catégorie,Tags français,Unité français,Contributeur,Programme,Url du programme,Source,Localisation géographique,Sous-localisation géographique français,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Type poste,Nom poste français,Total poste non décomposé,CO2f,CH4f,CH4b,N2O,Code gaz supplémentaire 1,Valeur gaz supplémentaire 1,Code gaz supplémentaire 2,Valeur gaz supplémentaire 2,Code gaz supplémentaire 3,Valeur gaz supplémentaire 3,Code gaz supplémentaire 4,Valeur gaz supplémentaire 4,Code gaz supplémentaire 5,Valeur gaz supplémentaire 5,Autres GES,CO2b
,Elément,12895,élément décomposé par poste et par gaz,Valide générique,Agglomérés de houille,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, agglomérés de houille",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,105,98.3,5.58,0,0.795,,,,,,,,,,,0,0
,Poste,12895,élément décomposé par poste et par gaz,Valide générique,Agglomérés de houille,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, agglomérés de houille",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Combustion,,95.8,95,0.03,0,0.795,,,,,,,,,,,0,0
,Poste,12895,élément décomposé par poste et par gaz,Valide générique,Agglomérés de houille,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, agglomérés de houille",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Amont,,8.85,3.3,5.55,0,0,,,,,,,,,,,0,0
,Elément,12896,élément décomposé par poste et par gaz,Valide générique,Agglomérés de houille,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, agglomérés de houille",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,3.35,3.15,0.179,0,0.0254,,,,,,,,,,,0,0
,Poste,12896,élément décomposé par poste et par gaz,Valide générique,Agglomérés de houille,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, agglomérés de houille",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Combustion,,3.07,3.04,9.60E-4,0,0.0254,,,,,,,,,,,0,0
,Poste,12896,élément décomposé par poste et par gaz,Valide générique,Agglomérés de houille,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, agglomérés de houille",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Amont,,0.284,0.106,0.178,0,0,,,,,,,,,,,0,0
,Elément,12899,élément décomposé par poste et par gaz,Valide générique,Anthracite,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, anthracite",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,,,108,102,5.73,0,0.398,,,,,,,,,,,0,0
,Poste,12899,élément décomposé par poste et par gaz,Valide générique,Anthracite,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, anthracite",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Combustion,,98.7,98.3,0.03,0,0.398,,,,,,,,,,,0,0
,Poste,12899,élément décomposé par poste et par gaz,Valide générique,Anthracite,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, anthracite",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Amont,,9,3.3,5.7,0,0,,,,,,,,,,,0,0
,Elément,12900,élément décomposé par poste et par gaz,Valide générique,Anthracite,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, anthracite",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,,,2.87,2.71,0.149,0,0.0106,,,,,,,,,,,0,0
,Poste,12900,élément décomposé par poste et par gaz,Valide générique,Anthracite,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, anthracite",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Combustion,,2.63,2.62,8.01E-4,0,0.0106,,,,,,,,,,,0,0
,Poste,12900,élément décomposé par poste et par gaz,Valide générique,Anthracite,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, anthracite",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Amont,,0.236,0.0881,0.148,0,0,,,,,,,,,,,0,0
,Elément,12910,élément décomposé par poste et par gaz,Valide générique,Briquette de lignite,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, briquettes de lignite",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,108,101,6,0,0.795,,,,,,,,,,,0,0
,Poste,12910,élément décomposé par poste et par gaz,Valide générique,Briquette de lignite,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, briquettes de lignite",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Combustion,,99.2,98,0.45,0,0.795,,,,,,,,,,,0,0
,Poste,12910,élément décomposé par poste et par gaz,Valide générique,Briquette de lignite,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, briquettes de lignite",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Amont,,8.85,3.3,5.55,0,0,,,,,,,,,,,0,0
,Elément,12911,élément décomposé par poste et par gaz,Valide générique,Briquette de lignite,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, briquettes de lignite",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,1.84,1.73,0.102,0,0.0135,,,,,,,,,,,0,0
,Poste,12911,élément décomposé par poste et par gaz,Valide générique,Briquette de lignite,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, briquettes de lignite",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Combustion,,1.69,1.67,7.65E-3,0,0.0135,,,,,,,,,,,0,0
,Poste,12911,élément décomposé par poste et par gaz,Valide générique,Briquette de lignite,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, briquettes de lignite",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Amont,,0.151,0.056,0.0945,0,0,,,,,,,,,,,0,0
,Elément,12918,élément décomposé par poste et par gaz,Valide générique,Charbon à coke,PCS supérieur à 23865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, charbon à coke",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,105,98.3,5.73,0,0.795,,,,,,,,,,,0,0
,Poste,12918,élément décomposé par poste et par gaz,Valide générique,Charbon à coke,PCS supérieur à 23865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, charbon à coke",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Combustion,,95.8,95,0.03,0,0.795,,,,,,,,,,,0,0
,Poste,12918,élément décomposé par poste et par gaz,Valide générique,Charbon à coke,PCS supérieur à 23865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, charbon à coke",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Amont,,9,3.3,5.7,0,0,,,,,,,,,,,0,0
,Elément,12919,élément décomposé par poste et par gaz,Valide générique,Charbon à coke,PCS supérieur à 23865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, charbon à coke",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,2.72,2.56,0.145,0,0.0207,,,,,,,,,,,0,0
,Poste,12919,élément décomposé par poste et par gaz,Valide générique,Charbon à coke,PCS supérieur à 23865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, charbon à coke",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Combustion,,2.49,2.47,7.80E-4,0,0.0207,,,,,,,,,,,0,0
,Poste,12919,élément décomposé par poste et par gaz,Valide générique,Charbon à coke,PCS supérieur à 23865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, charbon à coke",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Amont,,0.23,0.0858,0.144,0,0,,,,,,,,,,,0,0
,Elément,12925,élément décomposé par poste et par gaz,Valide générique,Charbon à vapeur,PCS supérieur à 23865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, charbon à vapeur",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,105,98.3,5.58,0,0.795,,,,,,,,,,,0,0
,Poste,12925,élément décomposé par poste et par gaz,Valide générique,Charbon à vapeur,PCS supérieur à 23865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, charbon à vapeur",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Combustion,,95.8,95,0.03,0,0.795,,,,,,,,,,,0,0
,Poste,12925,élément décomposé par poste et par gaz,Valide générique,Charbon à vapeur,PCS supérieur à 23865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, charbon à vapeur",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Amont,,8.85,3.3,5.55,0,0,,,,,,,,,,,0,0
,Elément,12926,élément décomposé par poste et par gaz,Valide générique,Charbon à vapeur,PCS supérieur à 23865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, charbon à vapeur",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,2.72,2.56,0.145,0,0.0207,,,,,,,,,,,0,0
,Poste,12926,élément décomposé par poste et par gaz,Valide générique,Charbon à vapeur,PCS supérieur à 23865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, charbon à vapeur",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Combustion,,2.49,2.47,7.80E-4,0,0.0207,,,,,,,,,,,0,0
,Poste,12926,élément décomposé par poste et par gaz,Valide générique,Charbon à vapeur,PCS supérieur à 23865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, charbon à vapeur",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Amont,,0.23,0.086,0.144,0,0,,,,,,,,,,,0,0
,Elément,12929,élément décomposé par poste et par gaz,Valide générique,Charbon sous-bitumineux,PCS entre 17 435 et 23 865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, charbon sous-bitumineux",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,106,99.3,5.58,0,0.795,,,,,,,,,,,0,0
,Poste,12929,élément décomposé par poste et par gaz,Valide générique,Charbon sous-bitumineux,PCS entre 17 435 et 23 865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, charbon sous-bitumineux",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Combustion,,96.8,96,0.03,0,0.795,,,,,,,,,,,0,0
,Poste,12929,élément décomposé par poste et par gaz,Valide générique,Charbon sous-bitumineux,PCS entre 17 435 et 23 865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, charbon sous-bitumineux",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Amont,,8.85,3.3,5.55,0,0,,,,,,,,,,,0,0
,Elément,12930,élément décomposé par poste et par gaz,Valide générique,Charbon sous-bitumineux,PCS entre 17 435 et 23 865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, charbon sous-bitumineux",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,2.11,1.99,0.112,0,0.0159,,,,,,,,,,,0,0
,Poste,12930,élément décomposé par poste et par gaz,Valide générique,Charbon sous-bitumineux,PCS entre 17 435 et 23 865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, charbon sous-bitumineux",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Combustion,,1.94,1.92,6.00E-4,0,0.0159,,,,,,,,,,,0,0
,Poste,12930,élément décomposé par poste et par gaz,Valide générique,Charbon sous-bitumineux,PCS entre 17 435 et 23 865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, charbon sous-bitumineux",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Amont,,0.177,0.066,0.111,0,0,,,,,,,,,,,0,0
,Elément,12945,élément décomposé par poste et par gaz,Valide générique,Houille,PCS supérieur à 23865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, houille",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,,,3.36,3.15,0.187,0,0.0254,,,,,,,,,,,0,0
,Poste,12945,élément décomposé par poste et par gaz,Valide générique,Houille,PCS supérieur à 23865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, houille",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Combustion,,3.08,3.04,9.60E-3,0,0.0254,,,,,,,,,,,0,0
,Poste,12945,élément décomposé par poste et par gaz,Valide générique,Houille,PCS supérieur à 23865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, houille",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Amont,,0.284,0.106,0.178,0,0,,,,,,,,,,,0,0
,Elément,12947,élément décomposé par poste et par gaz,Valide générique,Houille,PCS supérieur à 23865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, houille",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,,,105,98.3,5.85,0,0.795,,,,,,,,,,,0,0
,Poste,12947,élément décomposé par poste et par gaz,Valide générique,Houille,PCS supérieur à 23865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, houille",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Combustion,,96.1,95,0.3,0,0.795,,,,,,,,,,,0,0
,Poste,12947,élément décomposé par poste et par gaz,Valide générique,Houille,PCS supérieur à 23865 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, houille",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,Données de l'article L229-25 de la loi TECV,,,,,,,,,,Amont,,8.85,3.3,5.55,0,0,,,,,,,,,,,0,0
,Elément,12955,élément décomposé par poste et par gaz,Valide générique,Lignite,PCS inférieur à 17435 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, lignite",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,110,103,6.15,0,0.795,,,,,,,,,,,0,0
,Poste,12955,élément décomposé par poste et par gaz,Valide générique,Lignite,PCS inférieur à 17435 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, lignite",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Combustion,,101,100,0.45,0,0.795,,,,,,,,,,,0,0
,Poste,12955,élément décomposé par poste et par gaz,Valide générique,Lignite,PCS inférieur à 17435 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, lignite",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Amont,,9,3.3,5.7,0,0,,,,,,,,,,,0,0
,Elément,12956,élément décomposé par poste et par gaz,Valide générique,Lignite,PCS inférieur à 17435 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, lignite",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,1.87,1.76,0.102,0,0.0135,,,,,,,,,,,0,0
,Poste,12956,élément décomposé par poste et par gaz,Valide générique,Lignite,PCS inférieur à 17435 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, lignite",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Combustion,,1.72,1.7,7.65E-3,0,0.0135,,,,,,,,,,,0,0
,Poste,12956,élément décomposé par poste et par gaz,Valide générique,Lignite,PCS inférieur à 17435 kJ/kg,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, lignite",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Amont,,0.151,0.0561,0.0945,0,0,,,,,,,,,,,0,0
,Elément,12973,élément décomposé par poste et par gaz,Valide générique,Tourbe,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, tourbe",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,119,113,5.73,0,0.398,,,,,,,,,,,0,0
,Poste,12973,élément décomposé par poste et par gaz,Valide générique,Tourbe,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, tourbe",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Combustion,,110,110,0.03,0,0.398,,,,,,,,,,,0,0
,Poste,12973,élément décomposé par poste et par gaz,Valide générique,Tourbe,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, tourbe",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Amont,,9,3.3,5.7,0,0,,,,,,,,,,,0,0
,Elément,12974,élément décomposé par poste et par gaz,Valide générique,Tourbe,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, tourbe",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,1.39,1.32,0.0648,0,4.61E-3,,,,,,,,,,,0,0
,Poste,12974,élément décomposé par poste et par gaz,Valide générique,Tourbe,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, tourbe",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Combustion,,1.28,1.28,3.48E-4,0,4.61E-3,,,,,,,,,,,0,0
,Poste,12974,élément décomposé par poste et par gaz,Valide générique,Tourbe,,,Combustibles > Fossiles > Solides > Charbons,"combustible solide, charbon, tourbe",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Amont,,0.103,0.0383,0.0645,0,0,,,,,,,,,,,0,0
,Elément,12984,élément décomposé par poste et par gaz,Valide générique,Coke de houille,,,Combustibles > Fossiles > Solides > Cokes,"combustible solide, coke de houille",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,3.27,3.09,0.164,0,0.0223,,,,,,,,,,,0,0
,Poste,12984,élément décomposé par poste et par gaz,Valide générique,Coke de houille,,,Combustibles > Fossiles > Solides > Cokes,"combustible solide, coke de houille",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Combustion,,3.03,3,8.40E-3,0,0.0223,,,,,,,,,,,0,0
,Poste,12984,élément décomposé par poste et par gaz,Valide générique,Coke de houille,,,Combustibles > Fossiles > Solides > Cokes,"combustible solide, coke de houille",kgCO2e/kg,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Amont,,0.248,0.0924,0.155,0,0,,,,,,,,,,,0,0
,Elément,12987,élément décomposé par poste et par gaz,Valide générique,Coke de houille,,,Combustibles > Fossiles > Solides > Cokes,"combustible solide, coke de houille",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,117,110,5.85,0,0.795,,,,,,,,,,,0,0
,Poste,12987,élément décomposé par poste et par gaz,Valide générique,Coke de houille,,,Combustibles > Fossiles > Solides > Cokes,"combustible solide, coke de houille",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Combustion,,108,107,0.3,0,0.795,,,,,,,,,,,0,0
,Poste,12987,élément décomposé par poste et par gaz,Valide générique,Coke de houille,,,Combustibles > Fossiles > Solides > Cokes,"combustible solide, coke de houille",kgCO2e/GJ PCI,ADEME,,,,France continentale,France continentale,Octobre 2014,Octobre 2014,Décembre 2017,20%,"Données de l'article L229-25 de la loi TECV, Données de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,Amont,,8.85,3.3,5.55,0,0,,,,,,,,,,,0,0
