Type Ligne,Identifiant de l'élément,Structure,Statut de l'élément,Nom base français,Nom attribut français,Nom frontière français,Code de la catégorie,Tags français,Unité français,Contributeur,Programme,Url du programme,Source,Localisation géographique,Sous-localisation géographique français,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Type poste,Nom poste français,Total poste non décomposé,CO2f,CH4f,CH4b,N2O,Code gaz supplémentaire 1,Valeur gaz supplémentaire 1,Code gaz supplémentaire 2,Valeur gaz supplémentaire 2,Code gaz supplémentaire 3,Valeur gaz supplémentaire 3,Code gaz supplémentaire 4,Valeur gaz supplémentaire 4,Code gaz supplémentaire 5,Valeur gaz supplémentaire 5,Autres GES,CO2b
Elément,25445,élément non décomposé,Valide générique,Concombre,de saison,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Légumes","légume, concombre, LEGUMES, agroalimentaire, ingrédients, food GES, concombres",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,1.38,,,,,,,,,,,,,,,,
Elément,25446,élément non décomposé,Valide générique,Concombre,serre chauffée,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Légumes","légume, concombre, LEGUMES, agroalimentaire, ingrédients, food GES, concombres",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,1.93,,,,,,,,,,,,,,,,
Elément,25447,élément non décomposé,Valide générique,Endive,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Légumes","légume, LEGUMES, agroalimentaire, ingrédients, food GES, endive, Endives",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,0.729,,,,,,,,,,,,,,,,
Elément,25448,élément non décomposé,Valide générique,Poireau,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Légumes","légume, LEGUMES, agroalimentaire, ingrédients, food GES, poireau, poireaux",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,0.29,,,,,,,,,,,,,,,,
Elément,25449,élément non décomposé,Valide générique,Lentilles vertes,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Légumes","légume, LEGUMES, agroalimentaire, ingrédients, food GES, lentille, Lentilles",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,0.887,,,,,,,,,,,,,,,,
Elément,25450,élément non décomposé,Valide générique,Salade,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Légumes","légume, Salade, LEGUMES, agroalimentaire, ingrédients, food GES, salades",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Production agricole modèle Espagne</p>,,,0.479,,,,,,,,,,,,,,,,
Elément,25451,élément non décomposé,Valide générique,Olives,"""""""""""""""""""""""""""""""Pays du Sud"""""""""""""""", en boîte""""""""""""""",poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Légumes","légume, LEGUMES, agroalimentaire, ingrédients, food GES, olives, olive",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Production agricole modèle Espagne et Italie - pourcentage de production inclus</p>,,,0.858,,,,,,,,,,,,,,,,
Elément,25452,élément non décomposé,Valide générique,Légumes (ou fruits),"générique, importé par bateau et camion",poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Légumes","légume, fruit, FRUITS, LEGUMES, agroalimentaire, ingrédients, food GES",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>Valeur par défaut pour un fruit ou légume importé, produit en plein champs ou sous tunnel non chauffé, et importé en bateau et camion. Basé sur la pomme.</p>",,,1.25,,,,,,,,,,,,,,,,
Elément,25453,élément non décomposé,Valide générique,Légumes (ou fruits),"générique, hors saison, produit sous serre chauffée",poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Légumes","légume, fruit, FRUITS, LEGUMES, agroalimentaire, ingrédients, food GES",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Valeur à retenir par défaut pour tout produit issus de serres chauffées. Basé sur la tomate.</p>,,,2.24,,,,,,,,,,,,,,,,
Elément,25454,élément non décomposé,Valide générique,Légumes (ou fruits),"générique, importé par avion, saison ou hors-saison",poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Légumes","légume, fruit, FRUITS, LEGUMES, agroalimentaire, ingrédients, food GES",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>Pour certains produits tropicaux (ex ananas), ou à contre saison (ex: cerise). Basé sur la mangue.</p>",,,21.9,,,,,,,,,,,,,,,,
Elément,25455,élément non décomposé,Valide générique,Légumes (ou fruits),"générique, de saison, produit localement",poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Légumes","légume, fruit, FRUITS, LEGUMES, agroalimentaire, ingrédients, food GES",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Basé sur la pomme</p>,,,0.259,,,,,,,,,,,,,,,,
Elément,25456,élément non décomposé,Valide générique,Frites,surgelées,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Féculents","Pomme de terre, agroalimentaire, ingrédients, food GES, frites, frite, féculents, féculent",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,0.65,,,,,,,,,,,,,,,,
Elément,25457,élément non décomposé,Valide générique,Pâtes,sèches,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Féculents","agroalimentaire, ingrédients, food GES, féculents, féculent, pâtes",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,1.48,,,,,,,,,,,,,,,,
Elément,25458,élément non décomposé,Valide générique,Riz,"jasmin, Thaïlande",poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Féculents","Riz, agroalimentaire, ingrédients, food GES, féculents, féculent",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,4.23,,,,,,,,,,,,,,,,
Elément,25459,élément non décomposé,Valide générique,Semoule,de blé dur,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Féculents","agroalimentaire, ingrédients, food GES, féculents, féculent, semoule",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,1.8,,,,,,,,,,,,,,,,
Elément,25460,élément non décomposé,Valide générique,Céréales,mélange de,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Féculents","céréale, CEREALES, agroalimentaire, ingrédients, food GES, féculents, féculent",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Produit importés de type Quinoa etc.</p>,,,1.03,,,,,,,,,,,,,,,,
Elément,25461,élément non décomposé,Valide générique,Pain,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Féculents","pain, agroalimentaire, ingrédients, food GES, féculents, féculent, pains",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Farine à base de blé</p>,,,1.52,,,,,,,,,,,,,,,,
Elément,25462,élément non décomposé,Valide générique,Fraises,"saison, France",poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, FRUITS, agroalimentaire, ingrédients, food GES, fraises, fraise",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Représentation d'un fraise produite en France</p>,,,0.591,,,,,,,,,,,,,,,,
Elément,25463,élément non décomposé,Valide générique,Fraises,"hors-saison sous-serre, France",poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, FRUITS, agroalimentaire, ingrédients, food GES, fraises, fraise",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Représentation d'une fraise produite sous serre chauffée en France</p>,,,3.41,,,,,,,,,,,,,,,,
Elément,25464,élément non décomposé,Valide générique,Fraises,"""""""""""""""""""""""""""""""Pays du sud""""""""""""""""""""""""""""""",poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, FRUITS, agroalimentaire, ingrédients, food GES, fraises, fraise",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Représentation d'une fraise produite en Espagne</p>,,,0.772,,,,,,,,,,,,,,,,
Elément,25465,élément non décomposé,Valide générique,Pomme,France,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, Pomme, FRUITS, agroalimentaire, ingrédients, food GES, pommes",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Représentatif d'une pomme produite en France</p>,,,0.259,,,,,,,,,,,,,,,,
Elément,25466,élément non décomposé,Valide générique,Pomme,Amérique du sud,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, Pomme, FRUITS, agroalimentaire, ingrédients, food GES, pommes",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Importation par bateau</p>,,,1.25,,,,,,,,,,,,,,,,
Elément,25467,élément non décomposé,Valide générique,Pêche,France,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, Pêche, FRUITS, agroalimentaire, ingrédients, food GES, pêches",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Représentatif d'une pêche produite en France</p>,,,0.346,,,,,,,,,,,,,,,,
Elément,25468,élément non décomposé,Valide générique,Pêche,"""""""""""""""""""""""""""""""Pays du sud""""""""""""""""""""""""""""""",poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, Pêche, FRUITS, agroalimentaire, ingrédients, food GES, pêches",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>Représentatif d'une pêche produite en Espagne, Italie et Chine -représentatif du marché</p>",,,0.514,,,,,,,,,,,,,,,,
Elément,25469,élément non décomposé,Valide générique,Abricot,"de saison, France",poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, FRUITS, agroalimentaire, ingrédients, food GES, abricot, abricots",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Représentatif d'un abricot produit en France</p>,,,0.312,,,,,,,,,,,,,,,,
Elément,25470,élément non décomposé,Valide générique,Abricot,"""""""""""""""""""""""""""""""Pays du sud""""""""""""""""""""""""""""""",poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, FRUITS, agroalimentaire, ingrédients, food GES, abricot, abricots",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>Représentatif d'un abricot produit en  Espagne, Turquie et Italie - pourcentage de production inclus</p>",,,0.53,,,,,,,,,,,,,,,,
Elément,25471,élément non décomposé,Valide générique,Banane,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, FRUITS, agroalimentaire, ingrédients, food GES, banane, bananes",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>Représentation d'une banane produite en Équateur, Costa Rica, Colombie, Inde - pourcentage de production inclus</p>",,,0.698,,,,,,,,,,,,,,,,
Elément,25472,élément non décomposé,Valide générique,Citron,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, FRUITS, agroalimentaire, ingrédients, food GES, citron, citrons",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Représentatif d'un citron produit en Espagne</p>,,,0.529,,,,,,,,,,,,,,,,
Elément,25473,élément non décomposé,Valide générique,Mandarine,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, FRUITS, agroalimentaire, ingrédients, food GES, mandarine, mandarines",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Origine Maroc</p>,,,0.767,,,,,,,,,,,,,,,,
Elément,25474,élément non décomposé,Valide générique,Orange,fraîche,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, FRUITS, agroalimentaire, ingrédients, food GES, orange, oranges",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>Production Espagne, Afrique du Sud et États Unis - pourcentage de production inclus</p>",,,0.509,,,,,,,,,,,,,,,,
Elément,25475,élément non décomposé,Valide générique,Orange,destinées à l'industrie,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, FRUITS, agroalimentaire, ingrédients, food GES, orange, oranges",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Production Brésil et États Unis  - pourcentage de production inclus</p>,,,0.491,,,,,,,,,,,,,,,,
Elément,25476,élément non décomposé,Valide générique,Poire,Belgique,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, FRUITS, agroalimentaire, ingrédients, food GES, Poire, poires",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>Représentatif d'une poire produit en Belgique, utiliser cette valeur pour la production francaise</p>",,,0.45,,,,,,,,,,,,,,,,
Elément,25477,élément non décomposé,Valide générique,Poire,Argentine,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, FRUITS, agroalimentaire, ingrédients, food GES, Poire, poires",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>Représentatif d'une poire produit en Argentine, transport en bateau</p>",,,0.927,,,,,,,,,,,,,,,,
Elément,25478,élément non décomposé,Valide générique,Raisin,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, Raisin, FRUITS, agroalimentaire, ingrédients, food GES, raisins",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>France, saison</p>",,,0.642,,,,,,,,,,,,,,,,
Elément,25479,élément non décomposé,Valide générique,Cerise,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, FRUITS, agroalimentaire, ingrédients, food GES, cerise, cerises",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>France, saison</p>",,,0.663,,,,,,,,,,,,,,,,
Elément,25480,élément non décomposé,Valide générique,Melon,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, FRUITS, agroalimentaire, ingrédients, food GES, melon, melons",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>France, saison</p>",,,0.313,,,,,,,,,,,,,,,,
Elément,25481,élément non décomposé,Valide générique,Noix,entières,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, FRUITS, agroalimentaire, ingrédients, food GES, noix",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>France, saison, entière (avec coquille)</p>",,,0.663,,,,,,,,,,,,,,,,
Elément,25482,élément non décomposé,Valide générique,Amandes,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, FRUITS, agroalimentaire, ingrédients, food GES, amandes, amande",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>France, saison</p>",,,2.94,,,,,,,,,,,,,,,,
Elément,25483,élément non décomposé,Valide générique,Mangue,importée en avion,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, Mangue, FRUITS, agroalimentaire, ingrédients, food GES, mangues",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Basé sur une mangue Brésilienne. Utilisable pour les autres produits tropicaux par defaut</p>,,,21.9,,,,,,,,,,,,,,,,
Elément,25484,élément non décomposé,Valide générique,Mangue,importée en bateau,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","fruit, Mangue, FRUITS, agroalimentaire, ingrédients, food GES, mangues",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Basé sur une mangue Brésilienne. Utilisable pour les autres produits tropicaux par defaut</p>,,,0.66,,,,,,,,,,,,,,,,
Elément,25485,élément non décomposé,Valide générique,Fruit (ou légume),"générique, importé par bateau et camion",poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","légume, fruit, FRUITS, LEGUMES, agroalimentaire, ingrédients, food GES",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>Valeur par défaut pour un fruit ou légume importé, produit en plein champs ou sous tunnel non chauffé, et importé en bateau et camion. Basé sur la pomme.</p>",,,1.25,,,,,,,,,,,,,,,,
Elément,25486,élément non décomposé,Valide générique,Fruit (ou légume),"générique, hors saison, produit sous serre chauffée",poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","légume, fruit, FRUITS, LEGUMES, agroalimentaire, ingrédients, food GES",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Valeur à retenir par défaut pour tout produit issus de serres chauffées. Basé sur la tomate.</p>,,,2.24,,,,,,,,,,,,,,,,
