Type Ligne,Identifiant de l'élément,Structure,Statut de l'élément,Nom base français,Nom attribut français,Nom frontière français,Code de la catégorie,Tags français,Unité français,Contributeur,Programme,Url du programme,Source,Localisation géographique,Sous-localisation géographique français,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Type poste,Nom poste français,Total poste non décomposé,CO2f,CH4f,CH4b,N2O,Code gaz supplémentaire 1,Valeur gaz supplémentaire 1,Code gaz supplémentaire 2,Valeur gaz supplémentaire 2,Code gaz supplémentaire 3,Valeur gaz supplémentaire 3,Code gaz supplémentaire 4,Valeur gaz supplémentaire 4,Code gaz supplémentaire 5,Valeur gaz supplémentaire 5,Autres GES,CO2b
Poste,27024,élément décomposé par poste,Valide générique,Console vidéo,portable,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Console vidéo, jeux vidéo",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Energie,Mise en forme,0.105,,,,,,,,,,,,,,,,
Poste,27024,élément décomposé par poste,Valide générique,Console vidéo,portable,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Console vidéo, jeux vidéo",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Energie,Assemblage,0.359,,,,,,,,,,,,,,,,
Poste,27024,élément décomposé par poste,Valide générique,Console vidéo,portable,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Console vidéo, jeux vidéo",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Intrants,Matières premières,21,,,,,,,,,,,,,,,,
Poste,27024,élément décomposé par poste,Valide générique,Console vidéo,portable,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Console vidéo, jeux vidéo",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Transport,Distribution,8.81,,,,,,,,,,,,,,,,
Poste,27024,élément décomposé par poste,Valide générique,Console vidéo,portable,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Console vidéo, jeux vidéo",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Transport,Approvisionnement,0.523,,,,,,,,,,,,,,,,
Elément,27024,élément décomposé par poste,Valide générique,Console vidéo,portable,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Console vidéo, jeux vidéo",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,,,30.8,,,,,,,,,,,,,,,,
Poste,27025,élément décomposé par poste,Valide générique,Imprimante,jet d'encre,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Imprimante, bureautique, jet d'encre",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Energie,Mise en forme,5.24,,,,,,,,,,,,,,,,
Poste,27025,élément décomposé par poste,Valide générique,Imprimante,jet d'encre,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Imprimante, bureautique, jet d'encre",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Energie,Assemblage,3.11,,,,,,,,,,,,,,,,
Poste,27025,élément décomposé par poste,Valide générique,Imprimante,jet d'encre,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Imprimante, bureautique, jet d'encre",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Intrants,Matières premières,61.2,,,,,,,,,,,,,,,,
Poste,27025,élément décomposé par poste,Valide générique,Imprimante,jet d'encre,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Imprimante, bureautique, jet d'encre",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Transport,Distribution,12.2,,,,,,,,,,,,,,,,
Poste,27025,élément décomposé par poste,Valide générique,Imprimante,jet d'encre,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Imprimante, bureautique, jet d'encre",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Transport,Approvisionnement,6.44,,,,,,,,,,,,,,,,
Elément,27025,élément décomposé par poste,Valide générique,Imprimante,jet d'encre,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Imprimante, bureautique, jet d'encre",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,,,88.2,,,,,,,,,,,,,,,,
Poste,27026,élément décomposé par poste,Valide générique,Imprimante,laser,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Imprimante, bureautique, laser",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Energie,Mise en forme,13.9,,,,,,,,,,,,,,,,
Poste,27026,élément décomposé par poste,Valide générique,Imprimante,laser,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Imprimante, bureautique, laser",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Energie,Assemblage,6.22,,,,,,,,,,,,,,,,
Poste,27026,élément décomposé par poste,Valide générique,Imprimante,laser,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Imprimante, bureautique, laser",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Intrants,Matières premières,139,,,,,,,,,,,,,,,,
Poste,27026,élément décomposé par poste,Valide générique,Imprimante,laser,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Imprimante, bureautique, laser",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Transport,Distribution,24.3,,,,,,,,,,,,,,,,
Poste,27026,élément décomposé par poste,Valide générique,Imprimante,laser,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Imprimante, bureautique, laser",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Transport,Approvisionnement,13.3,,,,,,,,,,,,,,,,
Elément,27026,élément décomposé par poste,Valide générique,Imprimante,laser,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Imprimante, bureautique, laser",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,,,197,,,,,,,,,,,,,,,,
Poste,27027,élément décomposé par poste,Valide générique,Imprimante,multi-fonction,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Imprimante, bureautique, multi-fonction",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Energie,Mise en forme,4.44,,,,,,,,,,,,,,,,
Poste,27027,élément décomposé par poste,Valide générique,Imprimante,multi-fonction,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Imprimante, bureautique, multi-fonction",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Energie,Assemblage,2.31,,,,,,,,,,,,,,,,
Poste,27027,élément décomposé par poste,Valide générique,Imprimante,multi-fonction,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Imprimante, bureautique, multi-fonction",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Intrants,Matières premières,66.9,,,,,,,,,,,,,,,,
Poste,27027,élément décomposé par poste,Valide générique,Imprimante,multi-fonction,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Imprimante, bureautique, multi-fonction",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Transport,Distribution,9.24,,,,,,,,,,,,,,,,
Poste,27027,élément décomposé par poste,Valide générique,Imprimante,multi-fonction,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Imprimante, bureautique, multi-fonction",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Transport,Approvisionnement,4.95,,,,,,,,,,,,,,,,
Elément,27027,élément décomposé par poste,Valide générique,Imprimante,multi-fonction,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Imprimante, bureautique, multi-fonction",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,,,87.9,,,,,,,,,,,,,,,,
Poste,27028,élément décomposé par poste,Valide générique,Appareil photo,Reflex,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Appareil photo, Reflex, loisir, photographie",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Energie,Mise en forme,0.537,,,,,,,,,,,,,,,,
Poste,27028,élément décomposé par poste,Valide générique,Appareil photo,Reflex,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Appareil photo, Reflex, loisir, photographie",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Energie,Assemblage,0.83,,,,,,,,,,,,,,,,
Poste,27028,élément décomposé par poste,Valide générique,Appareil photo,Reflex,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Appareil photo, Reflex, loisir, photographie",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Intrants,Matières premières,26.5,,,,,,,,,,,,,,,,
Poste,27028,élément décomposé par poste,Valide générique,Appareil photo,Reflex,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Appareil photo, Reflex, loisir, photographie",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Transport,Distribution,1.77,,,,,,,,,,,,,,,,
Poste,27028,élément décomposé par poste,Valide générique,Appareil photo,Reflex,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Appareil photo, Reflex, loisir, photographie",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Transport,Approvisionnement,0.955,,,,,,,,,,,,,,,,
Elément,27028,élément décomposé par poste,Valide générique,Appareil photo,Reflex,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Appareil photo, Reflex, loisir, photographie",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,,,30.6,,,,,,,,,,,,,,,,
Poste,27029,élément décomposé par poste,Valide générique,Appareil photo,Hybride,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Appareil photo, loisir, photographie, hybride",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Energie,Mise en forme,0.474,,,,,,,,,,,,,,,,
Poste,27029,élément décomposé par poste,Valide générique,Appareil photo,Hybride,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Appareil photo, loisir, photographie, hybride",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Energie,Assemblage,0.701,,,,,,,,,,,,,,,,
Poste,27029,élément décomposé par poste,Valide générique,Appareil photo,Hybride,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Appareil photo, loisir, photographie, hybride",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Intrants,Matières premières,25.5,,,,,,,,,,,,,,,,
Poste,27029,élément décomposé par poste,Valide générique,Appareil photo,Hybride,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Appareil photo, loisir, photographie, hybride",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Transport,Distribution,1.48,,,,,,,,,,,,,,,,
Poste,27029,élément décomposé par poste,Valide générique,Appareil photo,Hybride,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Appareil photo, loisir, photographie, hybride",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Transport,Approvisionnement,0.806,,,,,,,,,,,,,,,,
Elément,27029,élément décomposé par poste,Valide générique,Appareil photo,Hybride,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Appareil photo, loisir, photographie, hybride",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,,,29,,,,,,,,,,,,,,,,
Poste,27030,élément décomposé par poste,Valide générique,Appareil photo,Compact,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Appareil photo, loisir, photographie, Compact",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Energie,Mise en forme,0.195,,,,,,,,,,,,,,,,
Poste,27030,élément décomposé par poste,Valide générique,Appareil photo,Compact,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Appareil photo, loisir, photographie, Compact",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Energie,Assemblage,0.179,,,,,,,,,,,,,,,,
Poste,27030,élément décomposé par poste,Valide générique,Appareil photo,Compact,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Appareil photo, loisir, photographie, Compact",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Intrants,Matières premières,22.9,,,,,,,,,,,,,,,,
Poste,27030,élément décomposé par poste,Valide générique,Appareil photo,Compact,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Appareil photo, loisir, photographie, Compact",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Transport,Distribution,0.747,,,,,,,,,,,,,,,,
Poste,27030,élément décomposé par poste,Valide générique,Appareil photo,Compact,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Appareil photo, loisir, photographie, Compact",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Transport,Approvisionnement,0.404,,,,,,,,,,,,,,,,
Elément,27030,élément décomposé par poste,Valide générique,Appareil photo,Compact,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Appareil photo, loisir, photographie, Compact",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,,,24.4,,,,,,,,,,,,,,,,
Poste,27031,élément décomposé par poste,Valide générique,Montre connectée,,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Montre connectée, high-tech",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Energie,Mise en forme,0.0209,,,,,,,,,,,,,,,,
Poste,27031,élément décomposé par poste,Valide générique,Montre connectée,,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Montre connectée, high-tech",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Energie,Assemblage,0.383,,,,,,,,,,,,,,,,
Poste,27031,élément décomposé par poste,Valide générique,Montre connectée,,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Montre connectée, high-tech",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Intrants,Matières premières,3.71,,,,,,,,,,,,,,,,
Poste,27031,élément décomposé par poste,Valide générique,Montre connectée,,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Montre connectée, high-tech",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Transport,Distribution,5.3,,,,,,,,,,,,,,,,
Poste,27031,élément décomposé par poste,Valide générique,Montre connectée,,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Montre connectée, high-tech",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Transport,Approvisionnement,0.314,,,,,,,,,,,,,,,,
Elément,27031,élément décomposé par poste,Valide générique,Montre connectée,,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Montre connectée, high-tech",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,,,9.72,,,,,,,,,,,,,,,,
Poste,27032,élément décomposé par poste,Valide générique,Cadran photo,numérique,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Cadran photo",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Energie,Mise en forme,0.157,,,,,,,,,,,,,,,,
Poste,27032,élément décomposé par poste,Valide générique,Cadran photo,numérique,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Cadran photo",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Energie,Assemblage,0.557,,,,,,,,,,,,,,,,
Poste,27032,élément décomposé par poste,Valide générique,Cadran photo,numérique,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Cadran photo",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Intrants,Matières premières,37.4,,,,,,,,,,,,,,,,
Poste,27032,élément décomposé par poste,Valide générique,Cadran photo,numérique,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Cadran photo",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Transport,Distribution,1.36,,,,,,,,,,,,,,,,
Poste,27032,élément décomposé par poste,Valide générique,Cadran photo,numérique,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Cadran photo",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Transport,Approvisionnement,0.714,,,,,,,,,,,,,,,,
Elément,27032,élément décomposé par poste,Valide générique,Cadran photo,numérique,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, numérique, Cadran photo",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,,,40.2,,,,,,,,,,,,,,,,
Poste,27033,élément décomposé par poste,Valide générique,Home cinéma,,,Achats de biens > Machines et équipements > Informatique et équipements électroniques,"informatique, Audio visuel, numérique, Home cinéma",kgCO2e/unité,ADEME,,,"""ADEME. J.Lhotellier, E.Less, E.Bossanne, S.Pesnel. Mars 2018. """"Modélisation et évaluation ACV de p",France continentale,France continentale,Decembre 2018,Decembre 2018,20/12/2021,50%,,4/4,,,,,,,,,Energie,Assemblage,5.88,,,,,,,,,,,,,,,,
